Epoch		Train-loss		Test-loss		Train-IoU		Test-IoU		learningRate
399		0.0126		0.3609		0.9891		0.8809		0.00011957
400		0.0128		0.4033		0.9889		0.8729		0.00011852
401		0.0128		0.3307		0.9889		0.8908		0.00011746
402		0.0124		0.3248		0.9893		0.8925		0.00011640
403		0.0125		0.3154		0.9891		0.8962		0.00011535
404		0.0130		0.4157		0.9891		0.8712		0.00011429
405		0.0129		0.3892		0.9889		0.8754		0.00011322
406		0.0127		0.4096		0.9891		0.8694		0.00011216
407		0.0124		0.4091		0.9892		0.8683		0.00011110
408		0.0131		0.3555		0.9887		0.8818		0.00011004
409		0.0145		0.4286		0.9876		0.8584		0.00010897
410		0.0133		0.4863		0.9886		0.8554		0.00010790
411		0.0132		0.4466		0.9887		0.8573		0.00010684
412		0.0127		0.3400		0.9892		0.8829		0.00010577
413		0.0129		0.3645		0.9888		0.8793		0.00010470
414		0.0130		0.3557		0.9890		0.8768		0.00010362
415		0.0128		0.3614		0.9889		0.8797		0.00010255
416		0.0125		0.3596		0.9893		0.8751		0.00010148
417		0.0124		0.3165		0.9893		0.8888		0.00010040
418		0.0154		0.3814		0.9876		0.8647		0.00009933
419		0.0133		0.4101		0.9886		0.8589		0.00009825
420		0.0128		0.4282		0.9890		0.8607		0.00009717
421		0.0134		0.3348		0.9886		0.8758		0.00009609
422		0.0125		0.4552		0.9892		0.8550		0.00009501
423		0.0125		0.4721		0.9891		0.8544		0.00009393
424		0.0132		0.5328		0.9888		0.8414		0.00009284
425		0.0123		0.4720		0.9893		0.8567		0.00009175
426		0.0122		0.4220		0.9894		0.8688		0.00009067
427		0.0124		0.3920		0.9893		0.8700		0.00008958
428		0.0120		0.3975		0.9897		0.8724		0.00008849
429		0.0120		0.3739		0.9896		0.8755		0.00008740
430		0.0120		0.4040		0.9895		0.8708		0.00008630
431		0.0124		0.5023		0.9894		0.8488		0.00008521
432		0.0123		0.5352		0.9893		0.8421		0.00008411
433		0.0118		0.4566		0.9897		0.8589		0.00008301
434		0.0119		0.4304		0.9897		0.8657		0.00008192
435		0.0122		0.3853		0.9895		0.8739		0.00008081
436		0.0117		0.4126		0.9898		0.8715		0.00007971
437		0.0119		0.4355		0.9897		0.8615		0.00007861
