1.000000000000000000e+02,7.700000000000000000e+01,2.620000000000000000e+02,2.120000000000000000e+02
1.050000000000000000e+02,1.670000000000000000e+02,2.670000000000000000e+02,3.000000000000000000e+02,5.100000000000000000e+02,1.670000000000000000e+02,6.620000000000000000e+02,2.770000000000000000e+02
4.830000000000000000e+02,2.150000000000000000e+02,6.780000000000000000e+02,3.750000000000000000e+02,1.040000000000000000e+02,2.170000000000000000e+02,2.890000000000000000e+02,3.700000000000000000e+02
4.870000000000000000e+02,2.900000000000000000e+02,6.800000000000000000e+02,4.370000000000000000e+02,1.170000000000000000e+02,2.900000000000000000e+02,3.000000000000000000e+02,4.350000000000000000e+02
1.220000000000000000e+02,3.820000000000000000e+02,2.820000000000000000e+02,4.870000000000000000e+02,5.100000000000000000e+02,3.770000000000000000e+02,6.570000000000000000e+02,4.820000000000000000e+02,9.700000000000000000e+01,0.000000000000000000e+00,2.870000000000000000e+02,1.070000000000000000e+02,4.880000000000000000e+02,0.000000000000000000e+00,6.880000000000000000e+02,1.000000000000000000e+02
1.250000000000000000e+02,4.550000000000000000e+02,2.800000000000000000e+02,5.500000000000000000e+02,5.050000000000000000e+02,4.450000000000000000e+02,6.470000000000000000e+02,5.420000000000000000e+02,8.900000000000000000e+01,0.000000000000000000e+00,2.840000000000000000e+02,1.770000000000000000e+02,4.830000000000000000e+02,0.000000000000000000e+00,6.830000000000000000e+02,1.750000000000000000e+02
1.320000000000000000e+02,4.750000000000000000e+02,2.850000000000000000e+02,5.650000000000000000e+02,5.100000000000000000e+02,4.650000000000000000e+02,6.520000000000000000e+02,5.620000000000000000e+02,1.020000000000000000e+02,2.500000000000000000e+01,2.970000000000000000e+02,2.050000000000000000e+02,4.780000000000000000e+02,1.700000000000000000e+01,6.860000000000000000e+02,1.970000000000000000e+02
1.370000000000000000e+02,6.020000000000000000e+02,2.850000000000000000e+02,6.800000000000000000e+02,5.020000000000000000e+02,5.900000000000000000e+02,6.420000000000000000e+02,6.700000000000000000e+02,4.750000000000000000e+02,1.570000000000000000e+02,6.770000000000000000e+02,3.270000000000000000e+02,1.060000000000000000e+02,1.600000000000000000e+02,2.910000000000000000e+02,3.270000000000000000e+02
4.800000000000000000e+02,2.700000000000000000e+02,6.820000000000000000e+02,4.270000000000000000e+02,1.020000000000000000e+02,2.700000000000000000e+02,2.870000000000000000e+02,4.270000000000000000e+02
9.500000000000000000e+01,3.550000000000000000e+02,2.650000000000000000e+02,4.720000000000000000e+02,4.920000000000000000e+02,3.500000000000000000e+02,6.450000000000000000e+02,4.650000000000000000e+02,6.500000000000000000e+01,0.000000000000000000e+00,2.650000000000000000e+02,8.700000000000000000e+01,4.690000000000000000e+02,0.000000000000000000e+00,6.790000000000000000e+02,8.200000000000000000e+01
4.890000000000000000e+02,3.900000000000000000e+02,6.890000000000000000e+02,5.350000000000000000e+02,1.130000000000000000e+02,3.900000000000000000e+02,3.010000000000000000e+02,5.320000000000000000e+02,9.600000000000000000e+01,0.000000000000000000e+00,2.930000000000000000e+02,1.370000000000000000e+02,5.040000000000000000e+02,0.000000000000000000e+00,7.160000000000000000e+02,1.270000000000000000e+02
8.500000000000000000e+01,5.070000000000000000e+02,2.550000000000000000e+02,6.050000000000000000e+02,4.820000000000000000e+02,4.970000000000000000e+02,6.350000000000000000e+02,5.970000000000000000e+02,4.500000000000000000e+02,3.500000000000000000e+01,6.700000000000000000e+02,2.250000000000000000e+02,5.200000000000000000e+01,3.700000000000000000e+01,2.600000000000000000e+02,2.250000000000000000e+02
5.470000000000000000e+02,6.320000000000000000e+02,7.020000000000000000e+02,7.200000000000000000e+02,5.270000000000000000e+02,1.370000000000000000e+02,7.600000000000000000e+02,3.400000000000000000e+02,8.200000000000000000e+01,1.550000000000000000e+02,2.850000000000000000e+02,3.200000000000000000e+02
5.670000000000000000e+02,2.850000000000000000e+02,7.350000000000000000e+02,4.300000000000000000e+02,1.070000000000000000e+02,2.920000000000000000e+02,2.950000000000000000e+02,4.300000000000000000e+02
1.070000000000000000e+02,3.870000000000000000e+02,2.970000000000000000e+02,5.120000000000000000e+02,5.650000000000000000e+02,3.750000000000000000e+02,7.320000000000000000e+02,5.050000000000000000e+02
1.170000000000000000e+02,4.650000000000000000e+02,2.970000000000000000e+02,5.770000000000000000e+02,5.550000000000000000e+02,4.500000000000000000e+02,7.220000000000000000e+02,5.670000000000000000e+02,8.100000000000000000e+01,0.000000000000000000e+00,3.060000000000000000e+02,1.500000000000000000e+02,5.460000000000000000e+02,0.000000000000000000e+00,7.740000000000000000e+02,1.470000000000000000e+02
9.700000000000000000e+01,5.470000000000000000e+02,2.820000000000000000e+02,6.470000000000000000e+02,5.420000000000000000e+02,5.250000000000000000e+02,7.050000000000000000e+02,6.350000000000000000e+02,5.700000000000000000e+01,2.500000000000000000e+01,2.650000000000000000e+02,2.050000000000000000e+02,5.470000000000000000e+02,2.700000000000000000e+01,7.270000000000000000e+02,2.020000000000000000e+02
1.220000000000000000e+02,5.570000000000000000e+02,3.000000000000000000e+02,6.550000000000000000e+02,5.520000000000000000e+02,5.370000000000000000e+02,7.150000000000000000e+02,6.420000000000000000e+02,8.700000000000000000e+01,5.000000000000000000e+01,2.920000000000000000e+02,2.300000000000000000e+02,5.600000000000000000e+02,5.000000000000000000e+01,7.350000000000000000e+02,2.220000000000000000e+02
