2.850000000000000000e+02,0.000000000000000000e+00,4.750000000000000000e+02,1.550000000000000000e+02,6.850000000000000000e+02,0.000000000000000000e+00,8.750000000000000000e+02,1.500000000000000000e+02
3.160000000000000000e+02,3.500000000000000000e+01,5.160000000000000000e+02,2.050000000000000000e+02,7.060000000000000000e+02,2.700000000000000000e+01,8.980000000000000000e+02,2.000000000000000000e+02
3.240000000000000000e+02,1.000000000000000000e+02,5.170000000000000000e+02,2.700000000000000000e+02,7.180000000000000000e+02,9.200000000000000000e+01,9.080000000000000000e+02,2.650000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+02,1.170000000000000000e+02,2.420000000000000000e+02
3.300000000000000000e+02,1.650000000000000000e+02,5.230000000000000000e+02,3.300000000000000000e+02,7.190000000000000000e+02,1.600000000000000000e+02,9.070000000000000000e+02,3.250000000000000000e+02,0.000000000000000000e+00,1.650000000000000000e+02,1.250000000000000000e+02,3.000000000000000000e+02
2.890000000000000000e+02,2.000000000000000000e+02,4.760000000000000000e+02,3.600000000000000000e+02,6.730000000000000000e+02,1.970000000000000000e+02,8.580000000000000000e+02,3.570000000000000000e+02,0.000000000000000000e+00,2.070000000000000000e+02,8.200000000000000000e+01,3.370000000000000000e+02
6.950000000000000000e+02,3.200000000000000000e+02,8.350000000000000000e+02,4.320000000000000000e+02,3.150000000000000000e+02,3.150000000000000000e+02,4.620000000000000000e+02,4.250000000000000000e+02,0.000000000000000000e+00,3.020000000000000000e+02,9.700000000000000000e+01,4.200000000000000000e+02
3.090000000000000000e+02,3.370000000000000000e+02,4.910000000000000000e+02,4.800000000000000000e+02,6.810000000000000000e+02,3.320000000000000000e+02,8.580000000000000000e+02,4.720000000000000000e+02,4.730000000000000000e+02,3.250000000000000000e+02,5.980000000000000000e+02,4.670000000000000000e+02,0.000000000000000000e+00,3.400000000000000000e+02,1.100000000000000000e+02,4.520000000000000000e+02,3.080000000000000000e+02,0.000000000000000000e+00,4.930000000000000000e+02,8.700000000000000000e+01,7.070000000000000000e+02,0.000000000000000000e+00,8.620000000000000000e+02,7.200000000000000000e+01
3.110000000000000000e+02,3.750000000000000000e+02,4.910000000000000000e+02,5.100000000000000000e+02,6.790000000000000000e+02,3.670000000000000000e+02,8.590000000000000000e+02,5.050000000000000000e+02,0.000000000000000000e+00,3.770000000000000000e+02,1.100000000000000000e+02,4.820000000000000000e+02,3.020000000000000000e+02,0.000000000000000000e+00,4.900000000000000000e+02,1.200000000000000000e+02,6.870000000000000000e+02,0.000000000000000000e+00,8.800000000000000000e+02,1.170000000000000000e+02
4.680000000000000000e+02,4.150000000000000000e+02,5.950000000000000000e+02,5.500000000000000000e+02,3.560000000000000000e+02,4.150000000000000000e+02,4.830000000000000000e+02,5.500000000000000000e+02,1.110000000000000000e+02,4.150000000000000000e+02,2.380000000000000000e+02,5.500000000000000000e+02,6.950000000000000000e+02,4.500000000000000000e+02,8.320000000000000000e+02,5.470000000000000000e+02,0.000000000000000000e+00,4.300000000000000000e+02,1.120000000000000000e+02,5.350000000000000000e+02,7.070000000000000000e+02,2.700000000000000000e+01,8.550000000000000000e+02,1.670000000000000000e+02,3.120000000000000000e+02,2.000000000000000000e+01,4.750000000000000000e+02,1.620000000000000000e+02
3.560000000000000000e+02,4.650000000000000000e+02,4.860000000000000000e+02,5.920000000000000000e+02,7.000000000000000000e+02,4.970000000000000000e+02,8.400000000000000000e+02,5.900000000000000000e+02,0.000000000000000000e+00,4.800000000000000000e+02,1.150000000000000000e+02,5.770000000000000000e+02,6.860000000000000000e+02,4.200000000000000000e+01,8.810000000000000000e+02,2.220000000000000000e+02,3.150000000000000000e+02,5.700000000000000000e+01,4.800000000000000000e+02,2.070000000000000000e+02
7.070000000000000000e+02,5.650000000000000000e+02,8.450000000000000000e+02,6.470000000000000000e+02,3.500000000000000000e+02,5.550000000000000000e+02,4.920000000000000000e+02,6.400000000000000000e+02,0.000000000000000000e+00,5.450000000000000000e+02,1.500000000000000000e+02,6.320000000000000000e+02,3.260000000000000000e+02,1.300000000000000000e+02,5.180000000000000000e+02,3.000000000000000000e+02,7.060000000000000000e+02,1.270000000000000000e+02,8.960000000000000000e+02,2.970000000000000000e+02,0.000000000000000000e+00,1.400000000000000000e+02,1.220000000000000000e+02,2.770000000000000000e+02
3.350000000000000000e+02,6.570000000000000000e+02,4.750000000000000000e+02,7.220000000000000000e+02,0.000000000000000000e+00,6.570000000000000000e+02,1.320000000000000000e+02,7.170000000000000000e+02,3.750000000000000000e+02,2.420000000000000000e+02,4.900000000000000000e+02,4.000000000000000000e+02,6.800000000000000000e+02,2.450000000000000000e+02,8.630000000000000000e+02,3.970000000000000000e+02,0.000000000000000000e+00,2.570000000000000000e+02,1.000000000000000000e+02,3.820000000000000000e+02
3.260000000000000000e+02,3.200000000000000000e+02,5.140000000000000000e+02,4.670000000000000000e+02,6.930000000000000000e+02,3.200000000000000000e+02,8.760000000000000000e+02,4.600000000000000000e+02,0.000000000000000000e+00,3.300000000000000000e+02,1.270000000000000000e+02,4.420000000000000000e+02,7.050000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+02,8.200000000000000000e+01,3.300000000000000000e+02,0.000000000000000000e+00,4.950000000000000000e+02,6.500000000000000000e+01
7.170000000000000000e+02,3.800000000000000000e+02,8.570000000000000000e+02,4.850000000000000000e+02,3.500000000000000000e+02,3.770000000000000000e+02,5.000000000000000000e+02,4.820000000000000000e+02,0.000000000000000000e+00,3.720000000000000000e+02,1.320000000000000000e+02,4.770000000000000000e+02,3.250000000000000000e+02,0.000000000000000000e+00,5.200000000000000000e+02,1.250000000000000000e+02,7.200000000000000000e+02,0.000000000000000000e+00,9.100000000000000000e+02,1.220000000000000000e+02
7.050000000000000000e+02,4.550000000000000000e+02,8.450000000000000000e+02,5.520000000000000000e+02,3.400000000000000000e+02,4.500000000000000000e+02,4.900000000000000000e+02,5.500000000000000000e+02,0.000000000000000000e+00,4.400000000000000000e+02,1.300000000000000000e+02,5.450000000000000000e+02,3.090000000000000000e+02,2.000000000000000000e+01,5.140000000000000000e+02,1.970000000000000000e+02,7.080000000000000000e+02,1.700000000000000000e+01,9.060000000000000000e+02,1.950000000000000000e+02
7.020000000000000000e+02,4.800000000000000000e+02,8.370000000000000000e+02,5.750000000000000000e+02
7.020000000000000000e+02,5.170000000000000000e+02,8.400000000000000000e+02,6.050000000000000000e+02,0.000000000000000000e+00,5.020000000000000000e+02,1.320000000000000000e+02,6.020000000000000000e+02,3.420000000000000000e+02,5.150000000000000000e+02,4.920000000000000000e+02,6.020000000000000000e+02,3.140000000000000000e+02,8.500000000000000000e+01,5.120000000000000000e+02,2.620000000000000000e+02,7.000000000000000000e+02,8.200000000000000000e+01,8.980000000000000000e+02,2.600000000000000000e+02
