Epoch		Train-loss		Test-loss		Train-IoU		Test-IoU		learningRate
491		0.0098		0.3823		0.9917		0.8689		0.00001479
492		0.0091		0.4162		0.9923		0.8620		0.00001345
493		0.0092		0.4261		0.9922		0.8604		0.00001210
494		0.0097		0.4181		0.9918		0.8635		0.00001073
495		0.0095		0.3972		0.9918		0.8671		0.00000934
496		0.0092		0.4099		0.9922		0.8643		0.00000792
497		0.0092		0.4148		0.9921		0.8626		0.00000648
498		0.0092		0.4082		0.9922		0.8649		0.00000500
499		0.0092		0.4151		0.9921		0.8639		0.00000347
500		0.0095		0.4247		0.9920		0.8630		0.00000186
