1.370000000000000000e+02,1.120000000000000000e+02,3.050000000000000000e+02,2.150000000000000000e+02
nan,nan,nan,nan
1.500000000000000000e+02,2.150000000000000000e+02,3.170000000000000000e+02,3.220000000000000000e+02
1.620000000000000000e+02,2.320000000000000000e+02,3.270000000000000000e+02,3.550000000000000000e+02
1.770000000000000000e+02,2.620000000000000000e+02,3.400000000000000000e+02,3.870000000000000000e+02
1.750000000000000000e+02,3.470000000000000000e+02,3.370000000000000000e+02,4.600000000000000000e+02
1.620000000000000000e+02,3.850000000000000000e+02,3.250000000000000000e+02,4.870000000000000000e+02,1.320000000000000000e+02,0.000000000000000000e+00,3.120000000000000000e+02,7.000000000000000000e+01
1.800000000000000000e+02,4.300000000000000000e+02,3.370000000000000000e+02,5.270000000000000000e+02,1.550000000000000000e+02,0.000000000000000000e+00,3.220000000000000000e+02,1.250000000000000000e+02
1.870000000000000000e+02,5.150000000000000000e+02,3.400000000000000000e+02,6.020000000000000000e+02,1.550000000000000000e+02,5.700000000000000000e+01,3.320000000000000000e+02,2.120000000000000000e+02
2.050000000000000000e+02,5.620000000000000000e+02,3.550000000000000000e+02,6.420000000000000000e+02,1.720000000000000000e+02,1.120000000000000000e+02,3.420000000000000000e+02,2.600000000000000000e+02
2.000000000000000000e+02,5.920000000000000000e+02,3.550000000000000000e+02,6.770000000000000000e+02,1.720000000000000000e+02,1.470000000000000000e+02,3.400000000000000000e+02,2.900000000000000000e+02
1.720000000000000000e+02,2.300000000000000000e+02,3.400000000000000000e+02,3.600000000000000000e+02
1.770000000000000000e+02,2.850000000000000000e+02,3.400000000000000000e+02,4.100000000000000000e+02
1.870000000000000000e+02,3.150000000000000000e+02,3.520000000000000000e+02,4.370000000000000000e+02
2.020000000000000000e+02,3.670000000000000000e+02,3.650000000000000000e+02,4.820000000000000000e+02
2.150000000000000000e+02,4.170000000000000000e+02,3.750000000000000000e+02,5.220000000000000000e+02,2.020000000000000000e+02,0.000000000000000000e+00,3.720000000000000000e+02,1.250000000000000000e+02
2.070000000000000000e+02,4.550000000000000000e+02,3.650000000000000000e+02,5.550000000000000000e+02,1.870000000000000000e+02,1.700000000000000000e+01,3.570000000000000000e+02,1.670000000000000000e+02
2.150000000000000000e+02,6.120000000000000000e+02,3.620000000000000000e+02,6.970000000000000000e+02,1.920000000000000000e+02,1.920000000000000000e+02,3.600000000000000000e+02,3.320000000000000000e+02
2.150000000000000000e+02,6.420000000000000000e+02,3.620000000000000000e+02,7.200000000000000000e+02,1.900000000000000000e+02,2.320000000000000000e+02,3.570000000000000000e+02,3.620000000000000000e+02
2.020000000000000000e+02,2.900000000000000000e+02,3.670000000000000000e+02,4.120000000000000000e+02
2.070000000000000000e+02,3.020000000000000000e+02,3.700000000000000000e+02,4.250000000000000000e+02
2.070000000000000000e+02,3.650000000000000000e+02,3.670000000000000000e+02,4.820000000000000000e+02
1.900000000000000000e+02,4.150000000000000000e+02,3.520000000000000000e+02,5.200000000000000000e+02,1.550000000000000000e+02,0.000000000000000000e+00,3.400000000000000000e+02,1.220000000000000000e+02
2.000000000000000000e+02,4.600000000000000000e+02,3.600000000000000000e+02,5.620000000000000000e+02,1.620000000000000000e+02,2.000000000000000000e+01,3.470000000000000000e+02,1.670000000000000000e+02
2.000000000000000000e+02,5.270000000000000000e+02,3.570000000000000000e+02,6.250000000000000000e+02,1.600000000000000000e+02,9.000000000000000000e+01,3.450000000000000000e+02,2.370000000000000000e+02
1.900000000000000000e+02,5.570000000000000000e+02,3.520000000000000000e+02,6.500000000000000000e+02,1.570000000000000000e+02,1.250000000000000000e+02,3.350000000000000000e+02,2.700000000000000000e+02
